Frequency (Hz),Real,Imag,Magnitude,Magnitude (dB)
1168.0,-3.2978969988184963e-12,-2.283304116752126e-12,8.022369301993833e-16,-239.99303465211696
1169.0,-1.314028541152972e-12,-2.152400917525507e-12,5.043610102586936e-16,-239.99562028031426
1170.0,2.5448188427560023e-12,2.7574436194213775e-13,5.119428833605904e-16,-239.99555445844877
1171.0,-2.6973780442043878e-12,1.2187089242193975e-12,5.919830996009223e-16,-239.9948596214878
1172.0,-3.463594549790065e-12,-7.375484527057513e-12,1.6296534504513558e-15,-239.98585653132974
1173.0,-1.127868472720371e-12,-9.015770108572382e-12,1.8172088261108996e-15,-239.9842302488169
1174.0,5.658349259476388e-12,-8.618748481337442e-12,2.062035321974611e-15,-239.982107829574
1175.0,6.069000124478658e-12,-1.124622958949862e-12,1.2344640830857592e-15,-239.989284193991
1176.0,5.093155353277796e-12,-4.886522286330168e-13,1.0233086035633686e-15,-239.9911161990639
1177.0,6.7245371486939245e-12,1.9400728205359743e-12,1.3997611569571007e-15,-239.98785033040645
1178.0,2.5005544433746137e-12,3.3022185118492803e-12,8.284303138896016e-16,-239.9928073246247
1179.0,2.5754911339342084e-12,2.6671002960489116e-12,7.41527573867834e-16,-239.99356156017524
1180.0,-1.3607918260890117e-12,-1.621144890032859e-12,4.2331383858458096e-16,-239.9963239207285
1181.0,-2.959468282316694e-13,-5.564640257962171e-13,1.2605343900833777e-16,-239.99890518274157
1182.0,1.0983651030341343e-12,-2.9830724318034453e-12,6.357712492067852e-16,-239.994479515791
1183.0,6.374808003722142e-13,-6.553997050230381e-13,1.828584746942273e-16,-239.99841185666776
1184.0,2.781514561840186e-12,1.6408510063089037e-13,5.572700307024611e-16,-239.99516096221487
1185.0,1.2081505895675836e-12,-2.4402938085128688e-12,5.44597529151161e-16,-239.99527097355585
1186.0,-1.395044028182401e-12,-1.1092117237599125e-12,3.5645468091715764e-16,-239.99690442566379
1187.0,3.3898473923941707e-12,-2.719050705159696e-13,6.801469756190599e-16,-239.99409432656748
1188.0,-3.519443759418432e-13,-1.7834053235594834e-12,3.6356014038161004e-16,-239.9968427306377
1189.0,6.51165321966712e-12,-5.480849584195092e-12,1.702249568280429e-15,-239.98522701820022
1190.0,6.676005112613025e-12,-3.4097250617134347e-14,1.3352184373522544e-15,-239.98841017576322
1191.0,3.2341593960138418e-12,4.950031379760837e-12,1.1825835726821442e-15,-239.98973427844106
1192.0,1.1753312618837871e-12,1.2770666903273068e-12,3.4711974341456733e-16,-239.99698547938706
1193.0,-8.46806603132414e-13,3.707632403930745e-12,7.606213109237982e-16,-239.99339583855163
1194.0,8.114799392385524e-14,-2.6729916450526106e-12,5.348446253423111e-16,-239.99535564050544
1195.0,1.5190761350860675e-12,-2.1802443636023903e-12,5.314530191543939e-16,-239.99538508392476
1196.0,3.2066014842238075e-12,7.799229954736278e-13,6.600173621199638e-16,-239.99426905308766
1197.0,-3.897917141625497e-13,3.818065499368332e-12,7.675822232932842e-16,-239.99333542299865
1198.0,4.5530179039361764e-12,-2.2325791738765288e-13,9.116976720654639e-16,-239.99208470226841
1199.0,3.5524209295008226e-12,2.490440099332691e-12,8.67686264699856e-16,-239.9924666406881
1200.0,-7.398383539931603e-13,2.600683487748408e-12,5.407740893750931e-16,-239.99530416551895
1201.0,9.62742574683419e-13,-1.3802389634331567e-12,3.365669538910256e-16,-239.99707710842944
1202.0,1.1004933256708457e-12,3.661601652229901e-12,7.646806449612497e-16,-239.99336060649395
1203.0,1.3861985776466644e-14,4.1123387741941723e-13,8.229348858496042e-17,-239.99928523724998
1204.0,4.1014883164193804e-12,-1.2977365649244952e-12,8.603796046319722e-16,-239.99253005074274
1205.0,2.3995767627534245e-12,1.1784999584974044e-11,2.405362208551424e-15,-239.9791323763644
1206.0,-1.6646554835096166e-12,-1.239830005348312e-12,4.151267912790323e-16,-239.99639500271886
1207.0,-9.920984093608265e-12,4.963666215137548e-12,2.21868346260503e-15,-239.9807501071237
1208.0,2.7773706576821474e-12,-3.801965815712318e-12,9.416736554454265e-16,-239.9918245752409
1209.0,-1.8674496695286776e-12,-8.781005934781934e-13,4.1271922274057085e-16,-239.99641590594115
1210.0,1.890006325636782e-12,1.3410010010779246e-12,4.634827977752376e-16,-239.99597517221656
1211.0,2.202239315858183e-12,-1.928102107740603e-12,5.854036468005738e-16,-239.99491673626562
1212.0,7.840956890428298e-13,5.191939342762217e-12,1.0501626576582832e-15,-239.99088318928324
1213.0,-4.538033105968253e-12,-7.08758977872881e-13,9.18609465650758e-16,-239.99202472208322
1214.0,1.3598860963242353e-13,-1.1024181063839376e-13,3.5012088633836824e-17,-239.9996958941858
1215.0,-3.749145255514246e-12,3.047734399284291e-12,9.6632862144357e-16,-239.99161062903215
1216.0,5.716346524344385e-13,-1.4648326576898804e-12,3.1448376052817984e-16,-239.99726885819047
1217.0,2.6801905101833563e-13,-7.400948976150247e-13,1.574261311453169e-16,-239.99863272161858
1218.0,6.032586909832459e-13,1.914558774131012e-12,4.01470115841708e-16,-239.99651357468179
1219.0,-3.285183838858472e-12,-1.8106414624157573e-12,7.502227765275047e-16,-239.9934860908952
1220.0,1.3832083814063852e-12,1.9136891995534417e-12,4.722487386486221e-16,-239.9958990678282
1221.0,-2.77650985555829e-12,-2.7003243829963877e-12,7.746162598710962e-16,-239.9932743732087
1222.0,-4.566030687955783e-13,1.18062479342537e-12,2.531688184026017e-16,-239.99780128189525
1223.0,8.41839228519677e-13,-1.1370941362897632e-13,1.6989680602323877e-16,-239.9985244204376
1224.0,-1.4282870392654899e-12,-2.0550700555437302e-12,5.005323885514818e-16,-239.9956535185994
1225.0,6.293655338546918e-13,-2.123804498202829e-12,4.4301902992042107e-16,-239.9961528377187
1226.0,3.4064709693473533e-12,3.4717739011512226e-12,9.727745573506962e-16,-239.9915546945756
1227.0,-3.559214957315978e-12,1.3603172943534342e-13,7.123627094056777e-16,-239.99381469895127
1228.0,-3.650034520147984e-12,-1.9674113029504106e-13,7.310665926062193e-16,-239.9936523562511
1229.0,2.2887312018960494e-12,-2.3872365201992516e-12,6.614284154133557e-16,-239.99425680492715
1230.0,9.799198790385398e-13,-1.394683454914789e-13,1.979590249247593e-16,-239.99828071992454
1231.0,4.42964238587671e-14,-5.275277883837817e-13,1.0587686067951948e-16,-239.9990804139535
1232.0,1.5369490765960588e-12,9.375844905325587e-13,3.6007094528365794e-16,-239.99687302643977
1233.0,2.4587870287826775e-13,-2.267983744841645e-13,6.690107299520952e-17,-239.99941892410038
1234.0,2.4703671102308324e-12,-4.849802993839875e-13,5.035045004804154e-16,-239.9956277161165
1235.0,5.468086286716474e-13,4.281666641573401e-12,8.632883389911441e-16,-239.9925048075525
1236.0,-2.2867969928721182e-12,1.8476197048174704e-12,5.879843215678036e-16,-239.9948943339527
1237.0,-2.063317869220469e-12,1.2882620572656532e-13,4.134671363349885e-16,-239.9964094123287
1238.0,1.2235450156490325e-12,-1.1374361397359405e-12,3.3411515244280613e-16,-239.9970983973672
1239.0,-1.3281182941042811e-12,3.931664645805479e-12,8.299851827643958e-16,-239.99279383039476
1240.0,-3.4861860084004414e-12,-2.0198823670070232e-13,6.98406532985838e-16,-239.9939358353117
1241.0,-1.7325727272393772e-12,-3.44448003522809e-13,3.5329606181244324e-16,-239.99693185134805
1242.0,-6.110672706041423e-13,-1.5451272425420699e-12,3.3231439360035286e-16,-239.99711403334965
1243.0,-2.0457112619222213e-12,5.751981825480423e-13,4.250076477599893e-16,-239.99630921472664
1244.0,3.3371858252793054e-13,3.747569336508844e-13,1.0036151685658495e-16,-239.99912831468177
1245.0,-4.1329522428003675e-13,4.445774966959792e-13,1.214021569793798e-16,-239.9989455782659
1246.0,-1.4754698009054643e-12,-1.0470653083483632e-12,3.618484154079254e-16,-239.99685759310125
1247.0,-3.670567964339334e-14,9.447908796553892e-13,1.8910072587889108e-16,-239.9983576472447
1248.0,-9.806471121802458e-13,5.073264698026122e-13,2.2082109551307243e-16,-239.99808218407392
1249.0,-3.0624350820622205e-12,-1.1948984289011956e-12,6.574584667410097e-16,-239.99429126473888
1250.0,-3.6210762934684616e-12,-3.152299762847362e-12,9.601913833807678e-16,-239.9916638851052
1251.0,8.82489879221604e-13,-1.1736289121966562e-12,2.936796356898086e-16,-239.99744950559125
1252.0,-1.996411847557256e-12,2.870165407730028e-14,3.993236306563261e-16,-239.99653221135316
1253.0,1.8925522360377867e-12,-8.038926420326249e-13,4.1124189212899113e-16,-239.99642873258747
1254.0,1.067030940440284e-12,-1.0657755016915106e-12,3.016244318925553e-16,-239.9973805185024
1255.0,-2.8084451954962046e-12,1.3809589972305973e-13,5.623676695410588e-16,-239.99511670946006
1256.0,1.5801160856697998e-12,3.317894570973366e-12,7.349881965933055e-16,-239.9936183185822
1257.0,-2.306827617928575e-12,-1.25010353301176e-12,5.247556575049577e-16,-239.99544322576395
1258.0,-6.226409090774783e-12,3.948803352240367e-12,1.4746012081962722e-15,-239.98720121088292
1259.0,-2.884906586328481e-12,-8.516165239883571e-12,1.7983076088905664e-15,-239.98439412645257
1260.0,9.054858811122072e-13,1.2319210282162293e-13,1.8276553012985395e-16,-239.9984126638264
1261.0,-1.0305562880610626e-12,2.6988324943562277e-13,2.130617967809458e-16,-239.9981495658685
1262.0,-2.062387264887792e-12,-3.285731295878955e-12,7.758729632894743e-16,-239.99326346607717
1263.0,2.2182693392743614e-13,6.837103060008033e-13,1.4375910004550794e-16,-239.99875141406818
1264.0,-3.491840290003847e-12,-2.9110947372420224e-12,9.092287100634769e-16,-239.9921061278926
1265.0,1.9100527651184337e-12,-3.801434280999006e-12,8.508631889626207e-16,-239.99261263861501
1266.0,2.967434836892281e-12,7.803620205259205e-13,6.136655243463239e-16,-239.99467140380153
1267.0,-2.6441710609305696e-12,-1.4763857798470753e-12,6.056849204131584e-16,-239.99474068021047
1268.0,1.90234913438889e-12,-1.9343552171644455e-12,5.426108121031673e-16,-239.99528822058528
1269.0,5.974855845926272e-13,5.636890398583401e-12,1.1336934751411022e-15,-239.99015844119356
1270.0,-1.5443720435922078e-12,-1.5771899069211426e-12,4.4147992079020285e-16,-239.99616620034112
1271.0,3.761047330218253e-12,8.100951864623902e-13,7.694603623649859e-16,-239.99331912221746
1272.0,-9.525508190144114e-12,1.6207554667124526e-11,3.759894331325456e-15,-239.9674032146923
1273.0,-2.519274618585969e-11,-6.336337228299954e-12,5.195473529355675e-15,-239.954989514714
1274.0,-7.279634441222079e-12,-2.5094982081394143e-11,5.225901657181542e-15,-239.95472658937555
1275.0,1.4514511605626258e-11,-1.3342418244374585e-11,3.943050452417159e-15,-239.96581844453206
1276.0,4.258999247868189e-12,-1.481452211362516e-12,9.018597506905979e-16,-239.99217007595269
1277.0,4.198265804721535e-12,-5.385985911973415e-12,1.365785927751055e-15,-239.98814502799775
1278.0,6.583951900883993e-12,-7.730300048573257e-13,1.325835555739303e-15,-239.98849156614529
1279.0,1.7579828336742494e-12,4.677584612246403e-12,9.994058524587033e-16,-239.99132360595956
1280.0,-1.3270133751265287e-12,-4.503418996931073e-12,9.389727825594172e-16,-239.99184801268598
1281.0,1.0533272062869332e-12,-1.1265241069193629e-12,3.084512776420097e-16,-239.997321239356
1282.0,-6.369225958302774e-13,6.904609856378319e-13,1.8787301730340579e-16,-239.9983683089763
1283.0,2.064302342913476e-12,-4.143248697272447e-12,9.258045999109724e-16,-239.99196228352235
1284.0,2.878534466454787e-12,-3.719515980991478e-13,5.804931925835705e-16,-239.99495936307977
1285.0,-1.7548294240872233e-12,-2.862245741616309e-12,6.714723223795003e-16,-239.99416962276229
1286.0,8.768152107324592e-13,-3.30791409745824e-12,6.844297068343766e-16,-239.9940571526002
1287.0,4.471179605892165e-12,-7.524209466605494e-13,9.068094474390875e-16,-239.99212712227748
1288.0,3.54120188684447e-12,-1.080329088125283e-12,7.404653061971354e-16,-239.99357078008305
1289.0,3.233229742670248e-12,7.49481478503993e-13,6.637920474217223e-16,-239.9942362882749
1290.0,3.7518490703508575e-12,2.146445765607006e-14,7.503820938597899e-16,-239.99348470811995
1291.0,1.6158109461941867e-12,-8.677561694782525e-13,3.668158002872026e-16,-239.99681446265822
1292.0,2.9599375111615573e-12,-1.311425120117037e-13,5.925682552563212e-16,-239.99485454189886
1293.0,1.4176409632633071e-12,2.1787564163115233e-12,5.198725006130157e-16,-239.99548561818364
1294.0,2.618589667560376e-12,-2.7843781632440773e-12,7.644546710696303e-16,-239.9933625677787
1295.0,8.86019632090703e-12,6.815862598434168e-12,2.235701785173937e-15,-239.9806026163424
1296.0,-5.64542141687543e-12,1.2087453497841398e-11,2.668162776418215e-15,-239.9768554955279
1297.0,-9.438108812287534e-12,-7.438013426904794e-13,1.893474461300894e-15,-239.9835690406931
1298.0,-8.864342246118017e-13,-4.66360254846151e-12,9.49419914781227e-16,-239.9917573556465
1299.0,4.4277305483461565e-13,-9.870866060399961e-13,2.1636893916744488e-16,-239.99812084656116
1300.0,-1.4688579963572058e-12,-1.18176593090696e-12,3.7704718690980306e-16,-239.99672562700394
1301.0,-1.5554426539448712e-13,-3.8758736455021576e-12,7.757986990036861e-16,-239.9932641106285
1302.0,1.0558294318736461e-12,-2.5132556979597054e-12,5.452056489999916e-16,-239.99526569437057
1303.0,4.462387257006573e-12,7.790229690573902e-13,9.059752053519707e-16,-239.9921343618503
1304.0,-1.2638616054322624e-13,8.394961241776363e-14,3.034534494906979e-17,-239.99973642768182
1305.0,1.68656556667597e-13,-3.847636331094647e-12,7.70266197375075e-16,-239.99331212820792
1306.0,4.952696451538995e-12,-1.0764186700939482e-12,1.0136642302935184e-15,-239.99119988379397
1307.0,1.902377667569431e-12,5.7843067610668e-12,1.2178217520834485e-15,-239.98942857041527
1308.0,-2.0000644867470726e-12,2.541626022980404e-12,6.468421999788826e-16,-239.99438341636363
1309.0,2.893660968744034e-13,-3.133655101878538e-14,5.821158559945936e-17,-239.9994943953077
1310.0,2.262125237416102e-12,4.655602039897455e-12,1.035216710523013e-15,-239.9910128729108
1311.0,-5.484518889437302e-12,4.388214582775842e-12,1.4047971337254518e-15,-239.98780664972054
1312.0,-3.3374521723434587e-12,-3.6860628133310885e-12,9.944977841403644e-16,-239.99136619444067
1313.0,-5.1697665723129e-13,-1.3302047367334647e-12,2.8542666348820216e-16,-239.99752116924654
1314.0,-8.353069813309096e-13,-1.1345500698296126e-12,2.8177591195916905e-16,-239.99755287028097
1315.0,-1.3089886990986814e-12,-1.1127158595669466e-12,3.436037251544207e-16,-239.99701600859
1316.0,-2.3802252729378153e-12,8.215474805404868e-13,5.036035191582489e-16,-239.99562685648408
1317.0,-1.5878355454694063e-12,-1.1177437640030431e-12,3.8835925849263935e-16,-239.99662740918689
1318.0,-1.1590623401134366e-12,-1.2410820874057561e-12,3.3962981352929924e-16,-239.99705051376026
1319.0,1.238453077100764e-13,-1.6454976053631798e-12,3.300303034266861e-16,-239.99713386613672
1320.0,1.1600287172790577e-12,-2.119851656691462e-12,4.832985690560084e-16,-239.99580313605446
1321.0,8.487799433302615e-13,-1.0350036500449295e-12,2.67705804778757e-16,-239.9976750481119
1322.0,-2.975280230785057e-12,-1.3010291035160661e-12,6.494603661470406e-16,-239.99436068999137
1323.0,1.6119037427294598e-12,-1.8894819102310736e-13,3.2458805244285533e-16,-239.99718112146104
1324.0,1.8812887279203886e-12,2.3799358252946234e-12,6.067402017444077e-16,-239.99473151970648
1325.0,-2.4470189050471023e-12,-1.0874876701980616e-13,4.898868365647825e-16,-239.99574593892166
1326.0,-1.3804602963974953e-12,-8.076890533510084e-13,3.1987699115959613e-16,-239.99722202803798
1327.0,-1.066499865554384e-14,-1.9200601041784086e-12,3.840179446772727e-16,-239.9966651028027
1328.0,-6.590779825644061e-12,-5.4117606582974325e-12,1.7055853204435434e-15,-239.98519809351035
1329.0,1.1044149613367023e-11,-3.0687982098785845e-12,2.2925161995971933e-15,-239.98011024738574
1330.0,-1.0036989133845615e-12,-4.787419662593395e-12,9.78300537350669e-16,-239.99150674330144
1331.0,4.638059649053178e-12,1.3538081117727319e-11,2.8621057818210722e-15,-239.97517557319253
1332.0,-4.880454218474319e-12,-3.210430077172274e-12,1.1683440359592058e-15,-239.98985781627127
1333.0,-3.500523186351471e-12,8.27868355834014e-14,7.003003994952499e-16,-239.99391939689247
1334.0,-1.948597791844959e-12,-1.4211790785419483e-12,4.823601694861794e-16,-239.995811282956
1335.0,-4.582323703114043e-13,-4.227803282617219e-12,8.505127277521517e-16,-239.99261568009504
1336.0,-4.579786434061807e-13,-1.5247171214718186e-12,3.1840268455686574e-16,-239.99723482961696
1337.0,1.6771461494326411e-12,4.372015453150148e-12,9.365327186839857e-16,-239.99186918695528
1338.0,8.905902352466163e-13,-7.450063574136804e-12,1.500621181055321e-15,-239.98697553998082
1339.0,-2.1614721159313016e-12,-1.706033333967103e-12,5.5072720813685775e-16,-239.99521776098317
1340.0,-9.29459266188782e-13,1.9861254889774334e-12,4.385699025455367e-16,-239.99619146532123
1341.0,-3.3109135719219237e-13,-1.457964915956499e-12,2.9901726926499805e-16,-239.99740315723034
1342.0,1.2076643123030676e-12,-3.3693232759731667e-13,2.5075697275175313e-16,-239.99782222564335
1343.0,2.1819928507838737e-13,-3.6405867530144215e-12,7.294239599638281e-16,-239.9936666135656
1344.0,-2.482019376914248e-12,-2.0612603882209823e-12,6.452662884554471e-16,-239.9943970957196
1345.0,2.1803576138697905e-12,-2.2202525233130078e-12,6.223658278420416e-16,-239.9945958806001
1346.0,2.584458474373833e-12,1.4988086342350105e-12,5.975233193046155e-16,-239.99481152835443
1347.0,-1.834656890143396e-12,5.747355668440046e-13,3.8451459667201906e-16,-239.99666079059534
1348.0,-1.052696334060758e-12,-2.0396113214359958e-12,4.590504945765705e-16,-239.99601365296311
1349.0,-8.934845072724343e-13,-3.427434403784008e-12,7.083959671533458e-16,-239.99384912917816
1350.0,1.6048513182326306e-12,-2.8095593967807876e-12,6.471219902822724e-16,-239.99438098770725
1351.0,1.548048841192262e-12,1.4447972507690676e-12,4.235041586830789e-16,-239.9963222683288
1352.0,1.885996162238506e-13,-5.117172723727569e-13,1.0907325649936341e-16,-239.99905265339575
1353.0,-2.2614958417624952e-13,-1.92312802040152e-12,3.872758715580696e-16,-239.9966368157182
1354.0,2.299150998766886e-12,-1.150124471161448e-12,5.141549032848046e-16,-239.99553525494014
1355.0,-1.4044940439433645e-12,-2.2899306175461185e-12,5.372666285057181e-16,-239.99533461452438
1356.0,2.7846560560582087e-12,-8.772539565139122e-13,5.839138242844048e-16,-239.99492966913823
1357.0,8.371907323216561e-13,9.527533691290657e-13,2.5366334419242027e-16,-239.99779698758704
1358.0,7.261179133576582e-13,-7.537404122037855e-13,2.093200260928717e-16,-239.99818205961336
1359.0,6.554867011372038e-13,-1.6094618982146536e-12,3.47564694246838e-16,-239.99698161593517
1360.0,1.4580382403226467e-12,-7.420205915461213e-13,3.271984149424698e-16,-239.99715845552714
1361.0,-7.058921874369234e-13,-8.520749350191081e-14,1.4220324851892278e-16,-239.99876492609087
1362.0,4.554818321360648e-13,-6.719953951507146e-13,1.6236274332614502e-16,-239.99858984960497
1363.0,-4.3761355556345466e-12,1.4410136299613324e-12,9.214571652122137e-16,-239.992000010015
1364.0,9.946815006652091e-13,-4.107506573960646e-12,8.452455629672483e-16,-239.99266139134946
1365.0,2.16477149143054e-12,-2.264147429732295e-12,6.265013709058828e-16,-239.99455998214563
1366.0,1.063998267010656e-12,-7.413475183105963e-13,2.593598623616969e-16,-239.99774752094768
1367.0,1.3525450125826561e-12,-1.0482003980223933e-12,3.42233960061039e-16,-239.9970279021399
1368.0,-7.430646416678104e-14,1.127014380693326e-12,2.2589226325011935e-16,-239.99803814630678
1369.0,-3.161662379485051e-12,-1.9052214503836695e-12,7.38267641898333e-16,-239.9935898546495
1370.0,1.3187782731674387e-13,-4.357910293547347e-12,8.71981052269915e-16,-239.9924293690574
1371.0,3.424479196410356e-12,-3.6032888182325783e-12,9.94198130640915e-16,-239.99136879461244
1372.0,1.5013324801131845e-12,1.6824956644804609e-12,4.509896174786445e-16,-239.99608363700784
1373.0,-1.325524299513189e-12,-1.2751327267691206e-12,3.67857479982538e-16,-239.99680541806578
1374.0,8.922927066982208e-13,-1.0071734879509241e-12,2.6911593852895946e-16,-239.99766280313247
1375.0,5.240429558356085e-13,-3.0963292215367955e-12,6.280724693123741e-16,-239.99454634431314
1376.0,4.0116952612230166e-12,5.0943054613067406e-14,8.024037403634786e-16,-239.99303320438383
1377.0,-5.798296518481971e-13,9.29249432362212e-13,2.1906226810730273e-16,-239.99809745769537
1378.0,1.4934161544747706e-12,-4.207783760747954e-12,8.929890478087713e-16,-239.99224705681442
1379.0,1.180475028427539e-12,-2.1465439159396235e-12,4.899457960141473e-16,-239.99574542705716
1380.0,2.594624133331546e-12,-5.166893650756323e-13,5.29114063061973e-16,-239.99540538907178
1381.0,8.613979702739421e-13,-8.326312194204933e-13,2.3960644488374893e-16,-239.99791905415722
1382.0,3.3588470311601855e-12,-1.4210911442473191e-12,7.29420411532108e-16,-239.9936666443644
1383.0,-3.3924241503595467e-13,4.914006846186257e-13,1.1942529866038955e-16,-239.99896274697176
1384.0,1.0690051616113204e-12,-2.3091244475570007e-12,5.089136567181929e-16,-239.99558075655375
1385.0,2.2117399797457606e-12,-2.351971274382967e-12,6.45710852116593e-16,-239.9943932367796
1386.0,2.210331383876981e-12,-2.2776728786907345e-12,6.347710947695986e-16,-239.99448819750683
1387.0,4.528738593017951e-12,-2.7990821084155906e-13,9.074761010712453e-16,-239.99212133704563
1388.0,2.045580159894392e-12,1.952139492771461e-12,5.655173486212986e-16,-239.99508936711467
1389.0,3.1407751922277673e-13,-1.3632555765242082e-12,2.7979352780259123e-16,-239.99757008421756
1390.0,1.403522916158838e-12,-5.187408575560351e-13,2.9926367327031053e-16,-239.9974010176324
1391.0,3.388311473797521e-12,-3.349245321710386e-13,6.809648767952109e-16,-239.99408722719966
1392.0,3.578156892052873e-12,-4.731520584532952e-12,1.186431519911782e-15,-239.98970089513887
1393.0,4.629629686342995e-12,1.8025984492596484e-12,9.936363963128893e-16,-239.99137366893012
1394.0,1.5118555132924376e-12,1.83589267094929e-12,4.756557155051565e-16,-239.99586948922206
1395.0,1.7969575130795327e-12,-4.571285133322458e-12,9.82358469682995e-16,-239.99147153106864
1396.0,1.942206583700761e-11,4.779499801881197e-13,3.885589157698585e-15,-239.9663156009673
1397.0,5.387765673089113e-12,1.7210408308846287e-11,3.6068056399275115e-15,-239.9687280463545
1398.0,-1.1264956990179683e-11,1.2369776979557671e-11,3.3461060265006124e-15,-239.9709846095957
1399.0,-4.641458545350468e-12,-4.128033815191921e-12,1.2423171995521088e-15,-239.98921606705582
1400.0,4.1636902693169454e-13,-3.5210105365177964e-13,1.0905747449317531e-16,-239.99905279046152
1401.0,-1.235131354780626e-12,4.86520454544093e-13,2.6549965094154196e-16,-239.99769420541327
1402.0,2.4890210444725893e-12,-1.2899605426810238e-12,5.606861496952227e-16,-239.99513130675908
1403.0,-5.343259308846044e-13,4.878917101254854e-12,9.81617772482401e-16,-239.99147795837126
1404.0,-1.574038134728813e-12,3.0101876049530965e-12,6.793769341564026e-16,-239.99410101051916
1405.0,-9.729854418902143e-15,-6.338594310867241e-13,1.267868208363312e-16,-239.99889881347315
1406.0,2.476055140766605e-13,-3.154455109264301e-13,8.02033318422131e-17,-239.99930339064582
1407.0,1.5284275340147702e-12,3.911024410611389e-12,8.398143286973051e-16,-239.99270852673794
1408.0,4.2472620543276e-12,-2.6265651269962463e-12,9.987608187045367e-16,-239.9913292030596
1409.0,-5.049662567654809e-12,9.451111859619468e-12,2.143106226300637e-15,-239.98140513411272
1410.0,-2.805187316836348e-12,1.3364233227686813e-12,6.214532381500508e-16,-239.99460380232688
1411.0,6.338103901358004e-13,-6.358420783763882e-13,1.7955620393382128e-16,-239.99844053463048
1412.0,-4.9201591135133215e-12,3.0474009066494956e-12,1.1574906995416658e-15,-239.9899519776517
1413.0,-3.6289197008860123e-12,-6.0988739672259495e-12,1.4193705909815801e-15,-239.98768024477354
1414.0,-9.575874822491953e-13,-4.288470238208374e-13,2.098459964831679e-16,-239.99817749204988
1415.0,7.535235756468074e-13,1.969799316407629e-12,4.2180123878317436e-16,-239.99633705345414
1416.0,1.85219889895183e-12,-2.612672787716116e-12,6.405216579304924e-16,-239.9944382805792
1417.0,-1.6824156236388348e-12,1.584556785560047e-12,4.622268939526751e-16,-239.99598607581177
1418.0,-1.301115610967296e-12,-5.125867551940043e-13,2.7968889965124594e-16,-239.997570992752
1419.0,-1.1442070438174111e-12,-2.8710294927113556e-12,6.18126851289921e-16,-239.99463267705974
1420.0,2.5695803904255054e-12,1.838610702732934e-12,6.31925080972844e-16,-239.99451290202202
1421.0,-2.4761884590685698e-12,-3.2814976262160427e-13,4.995674749834298e-16,-239.99566189554326
1422.0,2.6739060426659384e-12,-2.849302649152661e-12,7.814934193318274e-16,-239.99321468540097
1423.0,8.220970560130421e-13,3.6088431998965108e-12,7.402592197587168e-16,-239.9935725688028
1424.0,-7.302626801453369e-13,2.0352935431081532e-12,4.3246749651879224e-16,-239.99624444707194
1425.0,-4.368361599429426e-12,-8.720515294804957e-13,8.909109255910802e-16,-239.99226509106902
1426.0,1.7833911560368845e-12,-2.4716603006980146e-13,3.600874928042373e-16,-239.99687288276158
1427.0,-4.47455565214917e-12,3.7714036259672566e-13,8.980842530025715e-16,-239.9922028400222
1428.0,5.695087308700196e-12,-6.035323067057707e-12,1.6596281990551606e-15,-239.9855966014627
1429.0,2.2508245367691347e-12,7.036794983416623e-12,1.4776020402525079e-15,-239.98717518440458
1430.0,-3.2414869957480877e-12,3.934493778597526e-12,1.0195583207924225e-15,-239.99114874036738
1431.0,-6.5215592160418245e-12,6.030122713420411e-12,1.776435921132522e-15,-239.98458376256838
1432.0,-1.108499260014208e-11,-6.079067267004856e-12,2.528494570150188e-15,-239.9780654941813
1433.0,2.8148247094383895e-12,-8.025633912380871e-12,1.7009883931458534e-15,-239.98523795401965
1434.0,1.4786647789756496e-12,1.1922514756264885e-12,3.7989014779099735e-16,-239.99670094270172
1435.0,-6.543058943640624e-12,-3.9504658979223815e-12,1.528630774917256e-15,-239.98673261967312
1436.0,6.293263399217541e-12,-6.178819508040074e-12,1.763893134233111e-15,-239.9846925153209
1437.0,-5.015516656906238e-13,4.0458404249645155e-12,8.153619764898064e-16,-239.9929207415442
1438.0,-2.5323298290835224e-12,-4.2065594623593655e-12,9.819946409961982e-16,-239.99147468814368
1439.0,3.307683052978782e-12,-3.499111180892861e-12,9.63006671528551e-16,-239.99163945531475
1440.0,-7.016895410134946e-13,5.207801692422002e-12,1.0509722485310676e-15,-239.9908761646461
1441.0,-9.456598556211758e-12,-5.976035147126361e-12,2.2373220808192627e-15,-239.98058857403905
1442.0,9.757201083027434e-12,-1.01362760356573e-11,2.8138732369861454e-15,-239.9755933301641
1443.0,-7.137345995756036e-12,7.065158033544588e-12,2.0085633263812657e-15,-239.98257133804805
1444.0,-3.3345390404127532e-12,-2.5529418761983033e-11,5.149253821425889e-15,-239.95538890818793
1445.0,2.4558407361425875e-11,-5.500242348131984e-12,5.0333608573910974e-15,-239.95639044256512
1446.0,1.5325349488585897e-11,2.7282877256607818e-12,3.113261253806312e-15,-239.9730005627124
1447.0,1.3324476322225112e-11,2.204469137472091e-11,5.151737908971039e-15,-239.95536744223796
1448.0,-1.688475286976985e-11,7.469080865634588e-12,3.692598263827734e-15,-239.96798557090517
1449.0,8.032452376182724e-12,-5.857742852058796e-12,1.988300203656273e-15,-239.9827469902668
1450.0,-3.911953386838181e-12,1.1134013861839557e-11,2.3602512067695687e-15,-239.9795232741136
